100;0.029
101;0.027
102;0.025
103;0.025
104;0.025
105;0.035
106;0.028
107;0.026
108;0.026
109;0.027
110;0.03
111;0.026
112;0.025
113;0.025
114;0.031
115;0.028
116;0.027
117;0.026
118;0.026
119;0.025
120;0.026
121;0.026
122;0.029
123;0.025
124;0.027
125;0.027
126;0.025
127;0.025
128;0.025
129;0.025
130;0.027
131;0.026
132;0.026
133;0.025
134;0.025
135;0.027
136;0.026
137;0.026
138;0.025
139;0.026
140;0.027
141;0.026
142;0.027
143;0.026
144;0.026
145;0.026
146;0.028
147;0.026
148;0.027
149;0.027
150;0.066
151;0.069
152;0.071
153;0.071
154;0.072
155;0.087
156;0.089
157;0.089
158;0.089
159;0.088
160;0.101
161;0.111
162;0.109
163;0.104
164;0.105
165;0.111
166;0.118
167;0.114
168;0.117
169;0.116
170;0.118
171;0.118
172;0.116
173;0.119
174;0.116
175;0.119
176;0.126
177;0.134
178;0.12
179;0.118
180;0.121
181;0.126
182;0.118
183;0.118
184;0.116
185;0.117
186;0.119
187;0.118
188;0.117
189;0.116
190;0.119
191;0.118
192;0.117
193;0.118
194;0.118
195;0.117
196;0.116
197;0.119
198;0.119
199;0.119
200;0.127
201;0.125
202;0.128
203;0.125
204;0.125
205;0.13
206;0.133
207;0.132
208;0.132
209;0.134
210;0.13
211;0.135
212;0.138
213;0.14
214;0.14
215;0.136
216;0.134
217;0.136
218;0.137
219;0.137
220;0.134
221;0.138
222;0.135
223;0.138
224;0.136
225;0.142
226;0.143
227;0.141
228;0.14
229;0.139
230;0.14
231;0.139
232;0.14
233;0.138
234;0.139
235;0.143
236;0.143
237;0.143
238;0.141
239;0.142
240;0.15
241;0.146
242;0.153
243;0.175
244;0.163
245;0.154
246;0.157
247;0.163
248;0.144
249;0.16
250;0.141
251;0.169
252;0.141
253;0.151
254;0.147
255;0.16
256;0.142
257;0.153
258;0.146
259;0.152
260;0.154
261;0.144
262;0.164
263;0.157
264;0.165
265;0.156
266;0.172
267;0.18
268;0.159
269;0.165
270;0.162
271;0.154
272;0.16
273;0.154
274;0.151
275;0.146
276;0.15
277;0.151
278;0.149
279;0.156
280;0.16
281;0.157
282;0.161
283;0.157
284;0.147
285;0.159
286;0.144
287;0.157
288;0.139
289;0.156
290;0.145
291;0.149
292;0.138
293;0.143
294;0.14
295;0.151
296;0.139
297;0.137
298;0.135
299;0.136
300;0.155
301;0.183
302;0.184
303;0.179
304;0.178
305;0.188
306;0.195
307;0.195
308;0.211
309;0.201
310;0.21
311;0.25
312;0.225
313;0.214
314;0.213
315;0.24
316;0.229
317;0.228
318;0.226
319;0.226
320;0.226
321;0.231
322;0.226
323;0.226
324;0.226
325;0.227
326;0.227
327;0.23
328;0.232
329;0.232
330;0.236
331;0.23
332;0.227
333;0.23
334;0.235
335;0.277
336;0.241
337;0.243
338;0.249
339;0.24
340;0.244
341;0.259
342;0.242
343;0.252
344;0.267
345;0.265
346;0.258
347;0.252
348;0.262
349;0.266
350;0.243
351;0.251
352;0.272
353;0.261
354;0.241
355;0.275
356;0.262
357;0.255
358;0.259
359;0.266
360;0.3
361;0.285
362;0.286
363;0.28
364;0.266
365;0.268
366;0.255
367;0.264
368;0.271
369;0.249
370;0.261
371;0.252
372;0.247
373;0.247
374;0.249
375;0.247
376;0.249
377;0.247
378;0.247
379;0.247
380;0.246
381;0.249
382;0.247
383;0.25
384;0.249
385;0.246
386;0.248
387;0.252
388;0.247
389;0.247
390;0.247
391;0.247
392;0.249
393;0.247
394;0.25
395;0.248
396;0.247
397;0.266
398;0.262
399;0.249
