100;0.329
101;0.333
102;0.327
103;0.322
104;0.34
105;0.35
106;0.369
107;0.351
108;0.341
109;0.342
110;0.342
111;0.342
112;0.365
113;0.352
114;0.399
115;0.347
116;0.377
117;0.377
118;0.359
119;0.346
120;0.407
121;0.407
122;0.414
123;0.379
124;0.373
125;0.389
126;0.391
127;0.39
128;0.39
129;0.391
130;0.402
131;0.407
132;0.414
133;0.408
134;0.411
135;0.419
136;0.428
137;0.426
138;0.42
139;0.423
140;0.425
141;0.435
142;0.427
143;0.429
144;0.447
145;0.45
146;0.454
147;0.463
148;0.484
149;0.494
150;0.5
151;0.534
152;0.568
153;0.565
154;0.533
155;0.549
156;0.568
157;0.61
158;0.57
159;0.553
160;0.599
161;0.633
162;0.58
163;0.549
164;0.593
165;0.564
166;0.555
167;0.538
168;0.532
169;0.533
170;0.536
171;0.544
172;0.545
173;0.568
174;0.556
175;0.578
176;0.561
177;0.556
178;0.549
179;0.552
180;0.575
181;0.618
182;0.664
183;0.643
184;0.657
185;0.675
186;0.68
187;0.668
188;0.674
189;0.682
190;0.674
191;0.686
192;0.713
193;0.702
194;0.695
195;0.686
196;0.684
197;0.709
198;0.754
199;0.685
200;0.706
201;0.687
202;0.666
203;0.665
204;0.667
205;0.691
206;0.712
207;0.706
208;0.702
209;0.705
210;0.809
211;0.807
212;0.806
213;0.776
214;0.825
215;0.848
216;0.839
217;0.813
218;0.835
219;0.818
220;0.875
221;0.792
222;0.781
223;0.791
224;0.757
225;0.785
226;0.768
227;0.802
228;0.79
229;0.806
230;0.774
231;0.779
232;0.776
233;0.792
234;0.846
235;0.832
236;0.858
237;0.845
238;0.852
239;0.821
240;0.879
241;0.918
242;0.9
243;0.882
244;0.888
245;0.875
246;0.866
247;0.888
248;0.845
249;0.846
250;0.862
251;0.864
252;0.864
253;0.864
254;0.865
255;0.876
256;0.945
257;0.959
258;0.954
259;0.972
260;0.951
261;0.95
262;0.981
263;0.93
264;0.962
265;0.95
266;0.928
267;0.892
268;0.892
269;0.906
270;0.928
271;0.937
272;0.94
273;0.937
274;0.932
275;0.949
276;0.991
277;1.037
278;1.047
279;1.033
280;1.053
281;1.076
282;1.048
283;1.039
284;1.047
285;1.071
286;0.998
287;1
288;0.991
289;0.987
290;0.992
291;0.994
292;0.997
293;0.999
294;1.014
295;1.058
296;1.146
297;1.124
298;1.111
299;1.114
300;1.149
301;1.137
302;1.161
303;1.15
304;1.098
305;1.074
306;1.068
307;1.066
308;1.065
309;1.094
310;1.146
311;1.148
312;1.147
313;1.148
314;1.157
315;1.184
316;1.186
317;1.137
318;1.208
319;1.241
320;1.267
321;1.257
322;1.228
323;1.233
324;1.226
325;1.257
326;1.22
327;1.133
328;1.14
329;1.138
330;1.179
331;1.169
332;1.152
333;1.155
334;1.256
335;1.324
336;1.301
337;1.313
338;1.32
339;1.294
340;1.303
341;1.324
342;1.206
343;1.186
344;1.187
345;1.217
346;1.2
347;1.197
348;1.197
349;1.274
350;1.379
351;1.344
352;1.363
353;1.351
354;1.367
355;1.349
356;1.336
357;1.248
358;1.241
359;1.22
360;1.226
361;1.237
362;1.281
363;1.249
364;1.252
365;1.409
366;1.365
367;1.358
368;1.381
369;1.347
370;1.379
371;1.405
372;1.339
373;1.295
374;1.275
375;1.277
376;1.284
377;1.283
378;1.289
379;1.374
380;1.452
381;1.531
382;1.408
383;1.396
384;1.423
385;1.41
386;1.399
387;1.328
388;1.296
389;1.295
390;1.32
391;1.339
392;1.343
393;1.358
394;1.522
395;1.549
396;1.592
397;1.567
398;1.489
399;1.484
400;1.474
401;1.381
402;1.381
403;1.378
404;1.382
405;1.386
406;1.393
407;1.389
408;1.488
409;1.54
410;1.545
411;1.53
412;1.623
413;1.63
414;1.623
415;1.415
416;1.401
417;1.4
418;1.4
419;1.402
420;1.437
421;1.447
422;1.633
423;1.588
424;1.588
425;1.684
426;1.667
427;1.64
428;1.551
429;1.486
430;1.559
431;1.495
432;1.484
433;1.484
434;1.483
435;1.597
436;1.67
437;1.634
438;1.65
439;1.643
440;1.632
441;1.69
442;1.556
443;1.508
444;1.506
445;1.508
446;1.512
447;1.513
448;1.651
449;1.697
450;1.742
451;1.711
452;1.708
453;1.726
454;1.636
455;1.614
456;1.624
457;1.587
458;1.573
459;1.577
460;1.661
461;1.774
462;1.734
463;1.734
464;1.746
465;1.715
466;1.766
467;1.614
468;1.607
469;1.624
470;1.615
471;1.613
472;1.724
473;1.794
474;1.745
475;1.835
476;1.86
477;1.891
478;1.765
479;1.665
480;1.69
481;1.7
482;1.694
483;1.704
484;1.83
485;1.897
486;1.898
487;1.834
488;1.895
489;1.815
490;1.769
491;1.744
492;1.753
493;1.738
494;1.749
495;1.746
496;1.915
497;1.902
498;1.869
499;1.898
500;1.873
501;1.798
502;1.726
503;1.724
504;1.719
505;1.731
506;1.771
507;1.922
508;1.969
509;1.843
510;1.899
511;1.961
512;1.801
513;1.774
514;1.771
515;1.831
516;1.794
517;1.905
518;1.98
519;1.979
520;2.012
521;1.981
522;1.959
523;1.847
524;1.81
525;1.822
526;1.839
527;1.822
528;1.987
529;1.996
530;2.032
531;2.001
532;2.007
533;1.911
534;1.831
535;1.845
536;1.838
537;1.882
538;1.848
539;2.006
540;2.053
541;2.099
542;2.058
543;2.051
544;2.019
545;1.982
546;1.94
547;1.917
548;1.925
549;1.95
550;2.146
551;2.084
552;2.077
553;2.097
554;1.996
555;1.956
556;1.937
557;1.931
558;1.939
559;1.999
560;2.18
561;2.146
562;2.112
563;2.13
564;2.072
565;1.957
566;1.949
567;1.942
568;1.941
569;2.085
570;2.175
571;2.149
572;2.213
573;2.163
574;2.07
575;2.015
576;2.009
577;2.024
578;2.02
579;2.154
580;2.202
581;2.202
582;2.227
583;2.228
584;2.075
585;2.098
586;2.036
587;2.043
588;2.122
589;2.282
590;2.251
591;2.301
592;2.319
593;2.252
594;2.062
595;2.049
596;2.054
597;2.058
598;2.052
599;2.276
600;2.253
601;2.31
602;2.277
603;2.174
604;2.102
605;2.115
606;2.115
607;2.166
608;2.128
609;2.331
610;2.361
611;2.33
612;2.296
613;2.141
614;2.14
615;2.147
616;2.145
617;2.223
618;2.393
619;2.357
620;2.459
621;2.328
622;2.165
623;2.157
624;2.15
625;2.155
626;2.27
627;2.424
628;2.402
629;2.396
630;2.276
631;2.218
632;2.264
633;2.209
634;2.203
635;2.364
636;2.428
637;2.444
638;2.453
639;2.275
640;2.239
641;2.253
642;2.243
643;2.241
644;2.374
645;2.45
646;2.505
647;2.569
648;2.358
649;2.269
650;2.32
651;2.258
652;2.262
653;2.45
654;2.458
655;2.489
656;2.441
657;2.315
658;2.269
659;2.28
660;2.306
661;2.321
662;2.486
663;2.579
664;2.524
665;2.541
666;2.358
667;2.342
668;2.332
669;2.345
670;2.405
671;2.575
672;2.594
673;2.615
674;2.473
675;2.375
676;2.364
677;2.361
678;2.365
679;2.368
680;2.594
681;2.585
682;2.612
683;2.522
684;2.398
685;2.385
686;2.378
687;2.372
688;2.378
689;2.676
690;2.654
691;2.639
692;2.479
693;2.441
694;2.426
695;2.438
696;2.499
697;2.712
698;2.695
699;2.616
700;2.505
701;2.48
702;2.467
703;2.468
704;2.582
705;2.778
706;2.755
707;2.604
708;2.503
709;2.54
710;2.496
711;2.494
712;2.713
713;2.759
714;2.764
715;2.609
716;2.517
717;2.508
718;2.493
719;2.497
720;2.697
721;2.775
722;2.812
723;2.61
724;2.559
725;2.571
726;2.558
727;2.561
728;2.77
729;2.753
730;2.796
731;2.63
732;2.586
733;2.58
734;2.577
735;2.59
736;2.792
737;2.788
738;2.783
739;2.652
740;2.607
741;2.596
742;2.592
743;2.619
744;2.762
745;2.843
746;2.867
747;2.625
748;2.611
749;2.705
750;2.68
751;2.675
752;2.835
753;2.916
754;2.908
755;2.711
756;2.699
757;2.693
758;2.69
759;2.691
760;2.98
761;2.922
762;2.926
763;2.738
764;2.767
765;2.719
766;2.738
767;2.729
768;2.962
769;2.956
770;2.919
771;2.752
772;2.731
773;2.729
774;2.749
775;2.737
776;3.003
777;2.965
778;2.888
779;2.747
780;2.773
781;2.829
782;2.8
783;2.797
784;3.053
785;2.995
786;2.924
787;2.817
788;2.8
789;2.816
790;2.875
791;3.142
792;3.175
793;2.883
794;2.824
795;2.841
796;2.83
797;2.937
798;3.096
799;3.034
800;2.851
801;2.912
802;2.828
803;2.825
804;2.902
805;3.086
806;3.037
807;2.888
808;2.843
809;2.827
810;2.869
811;2.952
812;3.144
813;3.1
814;2.912
815;2.955
816;2.866
817;2.927
818;3.019
819;3.096
820;3.071
821;2.937
822;2.895
823;2.887
824;2.892
825;3.008
826;3.187
827;3.095
828;2.919
829;2.898
830;2.903
831;2.947
832;3.033
833;3.185
834;3.14
835;2.924
836;2.914
