100;0.617
101;0.623
102;0.62
103;0.672
104;0.724
105;0.732
106;0.737
107;0.747
108;0.798
109;0.729
110;0.742
111;0.811
112;0.734
113;0.711
114;0.706
115;0.73
116;0.743
117;0.753
118;0.746
119;0.744
120;0.787
121;0.812
122;0.807
123;0.808
124;0.821
125;0.839
126;0.912
127;0.919
128;0.9
129;0.927
130;0.95
131;0.948
132;0.918
133;0.972
134;0.9
135;0.965
136;1.021
137;1.02
138;0.997
139;0.997
140;0.978
141;1.031
142;0.988
143;1.044
144;1.041
145;0.996
146;1.007
147;1.029
148;1.068
149;1.069
150;1.127
151;1.183
152;1.174
153;1.172
154;1.181
155;1.178
156;1.174
157;1.195
158;1.107
159;1.134
160;1.178
161;1.175
162;1.165
163;1.123
164;1.15
165;1.237
166;1.276
167;1.256
168;1.289
169;1.245
170;1.289
171;1.197
172;1.234
173;1.241
174;1.185
175;1.169
176;1.162
177;1.174
178;1.224
179;1.205
180;1.382
181;1.381
182;1.377
183;1.336
184;1.464
185;1.421
186;1.335
187;1.299
188;1.248
189;1.246
190;1.287
191;1.26
192;1.269
193;1.389
194;1.373
195;1.507
196;1.521
197;1.48
198;1.496
199;1.486
200;1.421
201;1.411
202;1.379
203;1.348
204;1.35
205;1.348
206;1.383
207;1.576
208;1.559
209;1.56
210;1.544
211;1.555
212;1.617
213;1.599
214;1.46
215;1.501
216;1.443
217;1.43
218;1.43
219;1.444
220;1.628
221;1.713
222;1.628
223;1.72
224;1.796
225;1.756
226;1.589
227;1.54
228;1.522
229;1.578
230;1.581
231;1.62
232;1.781
233;1.724
234;1.722
235;1.766
236;1.869
237;1.778
238;1.677
239;1.625
240;1.673
241;1.652
242;1.636
243;1.774
244;1.893
245;1.837
246;1.908
247;1.939
248;1.919
249;1.712
250;1.704
251;1.685
252;1.688
253;1.694
254;1.694
255;1.923
256;1.992
257;2.046
258;2.038
259;2.034
260;1.888
261;1.806
262;1.797
263;1.785
264;1.789
265;1.892
266;2.035
267;2.04
268;2.067
269;2.058
270;1.941
271;1.895
272;1.867
273;1.886
274;1.872
275;1.906
276;2.096
277;2.141
278;2.107
279;2.071
280;2.099
281;2.021
282;2.001
283;1.961
284;1.926
285;2.006
286;2.136
287;2.209
288;2.205
289;2.225
290;2.173
291;1.974
292;1.971
293;2.032
294;1.995
295;2.113
296;2.278
297;2.238
298;2.271
299;2.197
300;2.087
